"etag_id";"etagt_id";"etagt_language";"etagt_text";"etag_parent_id";"etag_weight";"etag_type"
"156";"1";"fr";"Anomalie de la qualité du tracé";"0";"0";"Catégorie"
"157";"3";"fr";"Artéfacts";"156";"1";"Normal"
"158";"5";"fr";"Inversion d'électrodes";"156";"2";"Normal"
"159";"7";"fr";"frontales";"158";"3";"Associé"
"160";"9";"fr";"précordiales";"158";"4";"Associé"
"161";"11";"fr";"onde P et QRS négatif DI";"158";"5";"Associé"
"162";"13";"fr";"tracé plat en DI, DII ou DIII";"158";"6";"Associé"
"163";"15";"fr";"onde P, QRS et T négatif en DIII";"158";"7";"Associé"
"164";"17";"fr";"ECG reconstruit";"156";"8";"Normal"
"165";"19";"fr";"Algorithme EASI";"164";"9";"Normal"
"166";"21";"fr";"Algorithme GE";"164";"10";"Normal"
"167";"23";"fr";"Algorithme autre/inconnu";"164";"11";"Normal"
"168";"25";"fr";"Rythme";"0";"12";"Catégorie"
"169";"27";"fr";"Rythme sinusal normal (Activité sinusale conduite aux ventricules)";"168";"13";"Normal"
"171";"29";"fr";"Activité sinusale (onde P sinusale)";"168";"14";"Normal"
"173";"31";"fr";"Anomalie de conduction";"168";"15";"Normal"
"174";"33";"fr";"Bradycardie (FC < 60 bpm)";"173";"16";"Normal"
"175";"35";"fr";"Bradycardie sinusale";"174";"17";"Normal"
"176";"37";"fr";"appropriée à la clinique";"175";"18";"Associé"
"179";"39";"fr";"Asystole";"173";"19";"Normal"
"182";"41";"fr";"Dysfonction sinusale / Bloc sino atrial (BSA)";"173";"20";"Normal"
"183";"43";"fr";"Bradycardie sinusale pathologique";"182";"21";"Normal"
"186";"45";"fr";"Bloc sino atrial (BSA) de type 1";"182";"22";"Normal"
"188";"47";"fr";"Bloc sino atrial (BSA) de type 2 (onde P manquante)";"182";"23";"Normal"
"191";"49";"fr";"Bloc sino atrial (BSA) de type 3 (onde P inexistante) ou paralysie sinusale";"182";"24";"Normal"
"194";"51";"fr";"Pause sinusale (> 3 sec)";"182";"25";"Normal"
"198";"53";"fr";"Pause post réduction de tachycardie";"182";"26";"Normal"
"204";"55";"fr";"Anomalie de la conduction AV";"173";"27";"Normal"
"205";"57";"fr";"BAV 1";"204";"28";"Normal"
"206";"59";"fr";"BAV 2 Mobitz 1";"204";"29";"Normal"
"209";"61";"fr";"BAV 2 : 1";"204";"30";"Normal"
"211";"63";"fr";"BAV 2 Mobitz 2 (onde P bloquée inopinée)";"204";"31";"Normal"
"213";"65";"fr";"BAV 3 : 1 ou plus ou FA très lente";"204";"32";"Normal"
"215";"67";"fr";"BAV 3 / complet";"204";"33";"Normal"
"220";"69";"fr";"Bloc de branche";"173";"34";"Normal"
"221";"71";"fr";"Bloc de branche droit (BBD) incomplet";"220";"35";"Normal"
"225";"73";"fr";"Bloc de branche droit (BBD) complet";"220";"36";"Normal"
"227";"75";"fr";"Bloc fasciculaire antérieur gauche (BFAG ou HBAG)";"220";"37";"Normal"
"231";"77";"fr";"Bloc fasciculaire postérieur gauche (BFPG ou HBPG)";"220";"38";"Normal"
"235";"79";"fr";"Bloc de branche gauche incomplet";"220";"39";"Normal"
"237";"81";"fr";"Bloc de branche gauche complet (BBG)";"220";"40";"Normal"
"239";"83";"fr";"Bloc indifférencié";"220";"41";"Normal"
"241";"85";"fr";"Bloc bifasciculaire";"220";"42";"Normal"
"246";"87";"fr";"Bloc alternant";"220";"43";"Normal"
"249";"89";"fr";"PR court";"173";"44";"Normal"
"255";"91";"fr";"Pré-excitation";"249";"45";"Normal"
"259";"93";"fr";"antéro-latérale gauche";"255";"46";"Associé"
"263";"95";"fr";"postéro-latérale gauche";"255";"47";"Associé"
"267";"97";"fr";"postéro-septale gauche";"255";"48";"Associé"
"271";"99";"fr";"postéro-septale droite";"255";"49";"Associé"
"275";"101";"fr";"antéro-septale droite";"255";"50";"Associé"
"279";"103";"fr";"postéro-latérale droite";"255";"51";"Associé"
"283";"105";"fr";"antéro-latérale droite";"255";"52";"Associé"
"287";"107";"fr";"de type Mahaim";"255";"53";"Associé"
"290";"109";"fr";"Anomalie de rythme";"168";"54";"Normal"
"291";"111";"fr";"Tachycardie (FC > 100 bpm)";"290";"55";"Normal"
"292";"113";"fr";"Tachycardie sinusale";"291";"56";"Normal"
"293";"115";"fr";"appropriée à la clinique";"292";"57";"Associé"
"294";"117";"fr";"inappropriée à la clinique";"292";"58";"Associé"
"295";"119";"fr";"Tachycardie à QRS fins réguliers";"291";"59";"Normal"
"302";"121";"fr";"Tachycardie à QRS fins irréguliers";"291";"60";"Normal"
"308";"123";"fr";"Tachycardie à QRS larges réguliers monomorphes";"291";"61";"Normal"
"323";"125";"fr";"Tachycardie à QRS larges irréguliers monomorphes";"291";"62";"Normal"
"338";"127";"fr";"Tachycardie à QRS larges irréguliers polymorphes";"291";"63";"Normal"
"345";"129";"fr";"Fibrillation ventriculaire";"338";"64";"Normal"
"346";"131";"fr";"Torsade de pointe";"338";"65";"Normal"
"347";"133";"fr";"SuperWolf (Fibrillation atriale + pré-excitation)";"338";"66";"Normal"
"1856";"135";"fr";"Tachycardie ventriculaire (TV) polymorphe";"338";"67";"Normal"
"1857";"137";"fr";"Tachycardie ventriculaire bidirectionnelle";"338";"68";"Normal"
"351";"139";"fr";"Flutter atrial";"290";"69";"Normal"
"352";"141";"fr";"Flutter atrial typique";"351";"70";"Normal"
"353";"143";"fr";"Flutter anti-horaire (commun)";"352";"71";"Normal"
"354";"145";"fr";"conduction 1/1";"353";"72";"Associé"
"355";"147";"fr";"conduction 2/1";"353";"73";"Associé"
"356";"149";"fr";"conduction variable";"353";"74";"Associé"
"357";"151";"fr";"conduction lente";"353";"75";"Associé"
"362";"153";"fr";"Flutter horaire";"352";"76";"Normal"
"363";"155";"fr";"conduction 1/1";"362";"77";"Associé"
"364";"157";"fr";"conduction 2/1";"362";"78";"Associé"
"365";"159";"fr";"conduction variable";"362";"79";"Associé"
"366";"161";"fr";"conduction lente";"362";"80";"Associé"
"371";"163";"fr";"conduction 1/1";"352";"81";"Associé"
"372";"165";"fr";"conduction 2/1";"352";"82";"Associé"
"373";"167";"fr";"conduction variable";"352";"83";"Associé"
"379";"169";"fr";"Flutter atrial atypique";"351";"84";"Normal"
"380";"171";"fr";"conduction 1/1";"379";"85";"Associé"
"381";"173";"fr";"conduction 2/1";"379";"86";"Associé"
"382";"175";"fr";"conduction variable";"379";"87";"Associé"
"383";"177";"fr";"conduction lente";"379";"88";"Associé"
"1425";"179";"fr";"péri-cicatriciel post chirurgie cardiaque";"379";"89";"Associé"
"1426";"181";"fr";"péri-mitral";"379";"90";"Associé"
"1427";"183";"fr";"du toit de l'OG";"379";"91";"Associé"
"391";"185";"fr";"Flutter atypique droit";"379";"92";"Normal"
"392";"187";"fr";"conduction 1/1";"391";"93";"Associé"
"393";"189";"fr";"conduction 2/1";"391";"94";"Associé"
"394";"191";"fr";"conduction variable";"391";"95";"Associé"
"395";"193";"fr";"conduction lente";"391";"96";"Associé"
"1428";"195";"fr";"péri-cicatriciel post chirurgie cardiaque";"391";"97";"Associé"
"403";"197";"fr";"Flutter atypique gauche";"379";"98";"Normal"
"404";"199";"fr";"conduction 1/1";"403";"99";"Associé"
"405";"201";"fr";"conduction 2/1";"403";"100";"Associé"
"406";"203";"fr";"conduction variable";"403";"101";"Associé"
"407";"205";"fr";"conduction lente";"403";"102";"Associé"
"1429";"207";"fr";"péri-cicatriciel post chirurgie cardiaque";"403";"103";"Associé"
"1430";"209";"fr";"péri-mitral";"403";"104";"Associé"
"1431";"211";"fr";"du toit de l'OG";"403";"105";"Associé"
"415";"213";"fr";"conduction 1/1";"351";"106";"Associé"
"416";"215";"fr";"conduction 2/1";"351";"107";"Associé"
"417";"217";"fr";"conduction variable";"351";"108";"Associé"
"418";"219";"fr";"conduction lente";"351";"109";"Associé"
"423";"221";"fr";"Tachycardie atriale";"290";"110";"Normal"
"424";"223";"fr";"conduction 1/1";"423";"111";"Associé"
"425";"225";"fr";"conduction 2/1";"423";"112";"Associé"
"426";"227";"fr";"conduction variable";"423";"113";"Associé"
"427";"229";"fr";"conduction lente";"423";"114";"Associé"
"432";"231";"fr";"Fibrillation atriale (FA)";"290";"115";"Normal"
"434";"233";"fr";"grosses mailles";"432";"116";"Associé"
"435";"235";"fr";"petites mailles";"432";"117";"Associé"
"436";"237";"fr";"conduction lente";"432";"118";"Associé"
"443";"239";"fr";"Tachycardie jonctionnelle";"290";"119";"Normal"
"444";"241";"fr";"Tachycardie par réentrée intranodale";"443";"120";"Normal"
"445";"243";"fr";"slow fast";"444";"121";"Associé"
"446";"245";"fr";"slow slow";"444";"122";"Associé"
"447";"247";"fr";"fast slow";"444";"123";"Associé"
"452";"249";"fr";"Tachycardie par réentrée sur voie accessoire à conduction décrémentielle (de Coumel)";"443";"124";"Normal"
"456";"251";"fr";"Tachycardie par réentrée sur voie accessoire à conduction décrémentielle (sur fibre de Mahaim)";"443";"125";"Normal"
"460";"253";"fr";"Tachycardie par réentrée sur voie accessoire orthodromique";"443";"126";"Normal"
"464";"255";"fr";"Tachycardie par réentrée sur voie accessoire antidromique";"443";"127";"Normal"
"468";"257";"fr";"Tachycardie jonctionnelle ectopique (JET) ou tachycardie automatique";"443";"128";"Normal"
"471";"259";"fr";"Double réponse ventriculaire (double conduction nodale)";"290";"129";"Normal"
"472";"261";"fr";"Tachycardie ventriculaire (TV)";"290";"130";"Normal"
"522";"263";"fr";"gauche";"472";"131";"Associé"
"523";"265";"fr";"droite";"472";"132";"Associé"
"524";"267";"fr";"basale";"472";"133";"Associé"
"525";"269";"fr";"médiane";"472";"134";"Associé"
"526";"271";"fr";"apicale";"472";"135";"Associé"
"527";"273";"fr";"inférieure";"472";"136";"Associé"
"528";"275";"fr";"antérieure";"472";"137";"Associé"
"529";"277";"fr";"septale";"472";"138";"Associé"
"530";"279";"fr";"latérale";"472";"139";"Associé"
"473";"281";"fr";"Tachycardie ventriculaire (TV) sur séquelle de nécrose";"472";"140";"Normal"
"474";"283";"fr";"gauche";"473";"141";"Associé"
"475";"285";"fr";"droite";"473";"142";"Associé"
"476";"287";"fr";"basale";"473";"143";"Associé"
"477";"289";"fr";"médiane";"473";"144";"Associé"
"478";"291";"fr";"apicale";"473";"145";"Associé"
"479";"293";"fr";"inférieure";"473";"146";"Associé"
"480";"295";"fr";"antérieure";"473";"147";"Associé"
"481";"297";"fr";"septale";"473";"148";"Associé"
"482";"299";"fr";"latérale";"473";"149";"Associé"
"483";"301";"fr";"Tachycardie ventriculaire (TV) sur coeur sain";"472";"150";"Normal"
"484";"303";"fr";"infundibulaire";"483";"151";"Associé"
"485";"305";"fr";"fasciculaire";"483";"152";"Associé"
"486";"307";"fr";"de pillier";"483";"153";"Associé"
"487";"309";"fr";"croix du coeur";"483";"154";"Associé"
"488";"311";"fr";"péri-hissienne";"483";"155";"Associé"
"489";"313";"fr";"gauche";"483";"156";"Associé"
"490";"315";"fr";"droite";"483";"157";"Associé"
"491";"317";"fr";"basale";"483";"158";"Associé"
"492";"319";"fr";"médiane";"483";"159";"Associé"
"493";"321";"fr";"apicale";"483";"160";"Associé"
"494";"323";"fr";"inférieure";"483";"161";"Associé"
"495";"325";"fr";"antérieure";"483";"162";"Associé"
"496";"327";"fr";"septale";"483";"163";"Associé"
"497";"329";"fr";"latérale";"483";"164";"Associé"
"498";"331";"fr";"Tachycardie ventriculaire (TV) sur cardiopathie non ischémique";"472";"165";"Normal"
"499";"333";"fr";"de branche à branche";"498";"166";"Associé"
"500";"335";"fr";"epicardique";"498";"167";"Associé"
"501";"337";"fr";"gauche";"498";"168";"Associé"
"502";"339";"fr";"droite";"498";"169";"Associé"
"503";"341";"fr";"basale";"498";"170";"Associé"
"504";"343";"fr";"médiane";"498";"171";"Associé"
"505";"345";"fr";"apicale";"498";"172";"Associé"
"506";"347";"fr";"inférieure";"498";"173";"Associé"
"507";"349";"fr";"antérieure";"498";"174";"Associé"
"508";"351";"fr";"septale";"498";"175";"Associé"
"509";"353";"fr";"latérale";"498";"176";"Associé"
"510";"355";"fr";"Flutter ventriculaire";"472";"177";"Normal"
"511";"357";"fr";"gauche";"510";"178";"Associé"
"512";"359";"fr";"droite";"510";"179";"Associé"
"513";"361";"fr";"basale";"510";"180";"Associé"
"514";"363";"fr";"médiane";"510";"181";"Associé"
"515";"365";"fr";"apicale";"510";"182";"Associé"
"516";"367";"fr";"inférieure";"510";"183";"Associé"
"517";"369";"fr";"antérieure";"510";"184";"Associé"
"518";"371";"fr";"septale";"510";"185";"Associé"
"519";"373";"fr";"latérale";"510";"186";"Associé"
"520";"375";"fr";"Tachycardie ventriculaire (TV) bidirectionnelle";"472";"187";"Normal"
"521";"377";"fr";"Tachycardie ventriculaire (TV) polymorphe";"472";"188";"Normal"
"537";"379";"fr";"Tachycardie ventriculaire non soutenue (TVNS)";"290";"189";"Normal"
"538";"381";"fr";"monomorphe";"537";"190";"Associé"
"539";"383";"fr";"polymorphe";"537";"191";"Associé"
"540";"385";"fr";"gauche";"537";"192";"Associé"
"541";"387";"fr";"droite";"537";"193";"Associé"
"542";"389";"fr";"basale";"537";"194";"Associé"
"543";"391";"fr";"médiane";"537";"195";"Associé"
"544";"393";"fr";"apicale";"537";"196";"Associé"
"545";"395";"fr";"inférieure";"537";"197";"Associé"
"546";"397";"fr";"antérieure";"537";"198";"Associé"
"547";"399";"fr";"septale";"537";"199";"Associé"
"548";"401";"fr";"latérale";"537";"200";"Associé"
"550";"403";"fr";"Rythme idioventriculaire accéléré (RIVA)";"290";"201";"Normal"
"551";"405";"fr";"Rythme idioventriculaire accéléré (RIVA) post reperfusion coronaire";"550";"202";"Normal"
"554";"407";"fr";"Rythme idiojonctionnel accéléré (RIJA)";"290";"203";"Normal"
"555";"409";"fr";"Rythme idiojonctionnel accéléré (RIJA) post ablation de la voie lente";"554";"204";"Normal"
"557";"411";"fr";"Rythme idiojonctionnel accéléré (RIJA) induit par cathécholamine";"554";"205";"Normal"
"559";"413";"fr";"Rythme idiojonctionnel accéléré (RIJA) post reperfusion coronaire";"554";"206";"Normal"
"562";"415";"fr";"Extrasystoles supraventriculaires (ESSV)";"290";"207";"Normal"
"1316";"417";"fr";"bigéminisme";"562";"208";"Associé"
"1317";"419";"fr";"trigéminisme";"562";"209";"Associé"
"1318";"421";"fr";"doublet";"562";"210";"Associé"
"1319";"423";"fr";"triplet";"562";"211";"Associé"
"1320";"425";"fr";"salve";"562";"212";"Associé"
"1321";"427";"fr";"bloquée";"562";"213";"Associé"
"563";"429";"fr";"Extrasystoles atrial (ESA)";"562";"214";"Normal"
"1322";"431";"fr";"bigéminisme";"563";"215";"Associé"
"1323";"433";"fr";"trigéminisme";"563";"216";"Associé"
"1324";"435";"fr";"doublet";"563";"217";"Associé"
"1325";"437";"fr";"triplet";"563";"218";"Associé"
"1326";"439";"fr";"salve";"563";"219";"Associé"
"1327";"441";"fr";"bloquée";"563";"220";"Associé"
"570";"443";"fr";"Extrasystoles jonctionnelles (ESJ)";"562";"221";"Normal"
"1328";"445";"fr";"bigéminisme";"570";"222";"Associé"
"1329";"447";"fr";"trigéminisme";"570";"223";"Associé"
"1330";"449";"fr";"doublet";"570";"224";"Associé"
"1331";"451";"fr";"triplet";"570";"225";"Associé"
"1332";"453";"fr";"salve";"570";"226";"Associé"
"1333";"455";"fr";"bloquée";"570";"227";"Associé"
"583";"457";"fr";"Extrasystoles ventriculaires (ESV)";"290";"228";"Normal"
"1271";"459";"fr";"bigéminisme";"583";"229";"Associé"
"1272";"461";"fr";"trigéminisme";"583";"230";"Associé"
"1273";"463";"fr";"doublet";"583";"231";"Associé"
"1274";"465";"fr";"triplet";"583";"232";"Associé"
"1275";"467";"fr";"salve";"583";"233";"Associé"
"740";"469";"fr";"couplage court";"583";"234";"Associé"
"741";"471";"fr";"couplage long";"583";"235";"Associé"
"1551";"473";"fr";"phénomène R sur T";"583";"236";"Associé"
"744";"475";"fr";"gauche";"583";"237";"Associé"
"745";"477";"fr";"droite";"583";"238";"Associé"
"746";"479";"fr";"basale";"583";"239";"Associé"
"747";"481";"fr";"médiane";"583";"240";"Associé"
"748";"483";"fr";"apicale";"583";"241";"Associé"
"749";"485";"fr";"inférieure";"583";"242";"Associé"
"750";"487";"fr";"antérieure";"583";"243";"Associé"
"751";"489";"fr";"septale";"583";"244";"Associé"
"752";"491";"fr";"latérale";"583";"245";"Associé"
"584";"493";"fr";"Extrasystoles ventriculaires (ESV) infundibulaire VD";"583";"246";"Normal"
"1276";"495";"fr";"bigéminisme";"584";"247";"Associé"
"1277";"497";"fr";"trigéminisme";"584";"248";"Associé"
"1278";"499";"fr";"doublet";"584";"249";"Associé"
"1279";"501";"fr";"triplet";"584";"250";"Associé"
"1280";"503";"fr";"salve";"584";"251";"Associé"
"589";"505";"fr";"couplage court";"584";"252";"Associé"
"590";"507";"fr";"couplage long";"584";"253";"Associé"
"1554";"509";"fr";"phénomène R sur T";"584";"254";"Associé"
"603";"511";"fr";"Extrasystoles ventriculaires (ESV) du ventricule droit (autre que infundibulaire)";"583";"255";"Normal"
"1281";"513";"fr";"bigéminisme";"603";"256";"Associé"
"1282";"515";"fr";"trigéminisme";"603";"257";"Associé"
"1283";"517";"fr";"doublet";"603";"258";"Associé"
"1284";"519";"fr";"triplet";"603";"259";"Associé"
"1285";"521";"fr";"salve";"603";"260";"Associé"
"608";"523";"fr";"couplage court";"603";"261";"Associé"
"609";"525";"fr";"couplage long";"603";"262";"Associé"
"614";"527";"fr";"basale";"603";"263";"Associé"
"615";"529";"fr";"médiane";"603";"264";"Associé"
"616";"531";"fr";"apicale";"603";"265";"Associé"
"617";"533";"fr";"inférieure";"603";"266";"Associé"
"618";"535";"fr";"antérieure";"603";"267";"Associé"
"619";"537";"fr";"septale";"603";"268";"Associé"
"620";"539";"fr";"latérale";"603";"269";"Associé"
"1556";"541";"fr";"phénomène R sur T";"603";"270";"Associé"
"622";"543";"fr";"Extrasystoles ventriculaires (ESV) de pillier";"583";"271";"Normal"
"1286";"545";"fr";"bigéminisme";"622";"272";"Associé"
"1287";"547";"fr";"trigéminisme";"622";"273";"Associé"
"1288";"549";"fr";"doublet";"622";"274";"Associé"
"1289";"551";"fr";"triplet";"622";"275";"Associé"
"1290";"553";"fr";"salve";"622";"276";"Associé"
"627";"555";"fr";"couplage court";"622";"277";"Associé"
"628";"557";"fr";"couplage long";"622";"278";"Associé"
"1559";"559";"fr";"phénomène R sur T";"622";"279";"Associé"
"638";"561";"fr";"septale";"622";"280";"Associé"
"639";"563";"fr";"latérale";"622";"281";"Associé"
"641";"565";"fr";"Extrasystoles ventriculaires (ESV) infundibulaire VG (de cusp)";"583";"282";"Normal"
"1291";"567";"fr";"bigéminisme";"641";"283";"Associé"
"1292";"569";"fr";"trigéminisme";"641";"284";"Associé"
"1293";"571";"fr";"doublet";"641";"285";"Associé"
"1294";"573";"fr";"triplet";"641";"286";"Associé"
"1295";"575";"fr";"salve";"641";"287";"Associé"
"646";"577";"fr";"couplage court";"641";"288";"Associé"
"647";"579";"fr";"couplage long";"641";"289";"Associé"
"1562";"581";"fr";"phénomène R sur T";"641";"290";"Associé"
"660";"583";"fr";"Extrasystoles ventriculaires (ESV) de la jonction mitro-aortique";"583";"291";"Normal"
"1296";"585";"fr";"bigéminisme";"660";"292";"Associé"
"1297";"587";"fr";"trigéminisme";"660";"293";"Associé"
"1298";"589";"fr";"doublet";"660";"294";"Associé"
"1299";"591";"fr";"triplet";"660";"295";"Associé"
"1300";"593";"fr";"salve";"660";"296";"Associé"
"665";"595";"fr";"couplage court";"660";"297";"Associé"
"666";"597";"fr";"couplage long";"660";"298";"Associé"
"1565";"599";"fr";"phénomène R sur T";"660";"299";"Associé"
"679";"601";"fr";"Extrasystoles ventriculaires (ESV) fasciculaire";"583";"300";"Normal"
"1301";"603";"fr";"bigéminisme";"679";"301";"Associé"
"1302";"605";"fr";"trigéminisme";"679";"302";"Associé"
"1303";"607";"fr";"doublet";"679";"303";"Associé"
"1304";"609";"fr";"triplet";"679";"304";"Associé"
"1305";"611";"fr";"salve";"679";"305";"Associé"
"684";"613";"fr";"couplage court";"679";"306";"Associé"
"685";"615";"fr";"couplage long";"679";"307";"Associé"
"1568";"617";"fr";"phénomène R sur T";"679";"308";"Associé"
"694";"619";"fr";"antérieure";"679";"309";"Associé"
"695";"621";"fr";"postérieure";"679";"310";"Associé"
"698";"623";"fr";"Extrasystoles ventriculaires (ESV) du Purkinje";"583";"311";"Normal"
"1306";"625";"fr";"bigéminisme";"698";"312";"Associé"
"1307";"627";"fr";"trigéminisme";"698";"313";"Associé"
"1308";"629";"fr";"doublet";"698";"314";"Associé"
"1309";"631";"fr";"triplet";"698";"315";"Associé"
"1310";"633";"fr";"salve";"698";"316";"Associé"
"703";"635";"fr";"couplage court";"698";"317";"Associé"
"704";"637";"fr";"couplage long";"698";"318";"Associé"
"1571";"639";"fr";"phénomène R sur T";"698";"319";"Associé"
"707";"641";"fr";"gauche";"698";"320";"Associé"
"708";"643";"fr";"droite";"698";"321";"Associé"
"709";"645";"fr";"basale";"698";"322";"Associé"
"710";"647";"fr";"médiane";"698";"323";"Associé"
"711";"649";"fr";"apicale";"698";"324";"Associé"
"712";"651";"fr";"inférieure";"698";"325";"Associé"
"713";"653";"fr";"antérieure";"698";"326";"Associé"
"714";"655";"fr";"septale";"698";"327";"Associé"
"715";"657";"fr";"latérale";"698";"328";"Associé"
"717";"659";"fr";"Extrasystoles ventriculaires (ESV) du sommet du VG";"583";"329";"Normal"
"1311";"661";"fr";"bigéminisme";"717";"330";"Associé"
"1312";"663";"fr";"trigéminisme";"717";"331";"Associé"
"1313";"665";"fr";"doublet";"717";"332";"Associé"
"1314";"667";"fr";"triplet";"717";"333";"Associé"
"1315";"669";"fr";"salve";"717";"334";"Associé"
"722";"671";"fr";"couplage court";"717";"335";"Associé"
"723";"673";"fr";"couplage long";"717";"336";"Associé"
"1574";"675";"fr";"phénomène R sur T";"717";"337";"Associé"
"754";"677";"fr";"Wandering pacemaker";"290";"338";"Normal"
"755";"679";"fr";"Electro-entrainement / Pacemaker / Défibrillateur (stimulation)";"168";"339";"Normal"
"756";"681";"fr";"Stimulation atriale";"755";"340";"Normal"
"758";"683";"fr";"Stimulation ventriculaire";"755";"341";"Normal"
"759";"685";"fr";"Stimulation ventriculaire droite";"758";"342";"Normal"
"760";"687";"fr";"Stimulation ventriculaire gauche";"758";"343";"Normal"
"761";"689";"fr";"Stimulation de resynchronisation biventriculaire";"758";"344";"Normal"
"762";"691";"fr";"négativité DI";"761";"345";"Associé"
"764";"693";"fr";"Stimulation hissienne sélective";"758";"346";"Normal"
"765";"695";"fr";"Stimulation hissienne non sélective";"758";"347";"Normal"
"766";"697";"fr";"Stimulation de branche gauche sélective";"758";"348";"Normal"
"767";"699";"fr";"Stimulation de branche gauche non sélective";"758";"349";"Normal"
"768";"701";"fr";"Stimulation septal profonde";"758";"350";"Normal"
"770";"703";"fr";"Cardioversion";"755";"351";"Normal"
